  32   6 5.75-04
  33   6 1.85+00
  34   6 8.11-01
  35   6 3.01-01
  36   6 9.89-02
  37   6 3.58-05
  38   6 4.13+06
  39   6 2.89+06
  40   6 2.82-06
  41   6 1.37+06
  42   6 1.49-06
  43   6 2.46-01
  44   6 1.43-01
  45   6 1.03-03
  46   6 1.23+02
  47   6 2.00-03
  48   6 7.37-07
  49   6 1.24+03
  50   6 3.38+01
  51   6 2.03+01
  52   6 5.87-12
  53   6 2.59-12
  54   6 1.49+01
  55   6 5.82+00
  56   6 1.71-03
  57   6 2.15-11
   8   7 1.30-04
   9   7 4.80-06
  10   7 1.17-03
  11   7 1.00-30
  12   7 9.76-05
  13   7 8.81-02
  14   7 1.89-03
  15   7 1.00-30
  16   7 6.49-08
  17   7 1.39-07
  18   7 1.90+02
  19   7 1.32+07
  20   7 2.32+06
  21   7 3.23+05
  22   7 1.29+07
  23   7 3.64+06
  24   7 7.53-07
  25   7 4.40-07
  26   7 1.60+05
  27   7 1.55+06
  28   7 1.57+05
  29   7 1.16-07
  30   7 1.89-05
  31   7 1.90-06
  32   7 6.11+00
  33   7 1.98+00
  34   7 8.87-01
  35   7 9.85-01
  36   7 3.27+00
  37   7 1.00-30
  38   7 1.20-05
  39   7 9.17-06
  40   7 2.65+06
  41   7 2.78+04
  42   7 9.00+04
  43   7 1.92-05
  44   7 1.65-04
  45   7 4.12-04
  46   7 1.53+03
  47   7 1.00-30
  48   7 1.01+05
  49   7 2.79-07
  50   7 2.40-01
  51   7 9.03-01
  52   7 5.01+01
  53   7 3.77+00
  54   7 5.17+00
  55   7 1.17+00
  56   7 2.72+00
  57   7 1.76+01
   9   8 1.77-03
  10   8 4.08-04
  11   8 1.77-03
  12   8 7.80-02
  13   8 1.25-03
  14   8 2.46-03
  15   8 2.74-02
  16   8 1.00-30
  17   8 6.74+04
  18   8 2.36+05
  19   8 4.45-08
  20   8 1.22+07
  21   8 5.21+06
  22   8 1.82+06
  23   8 2.00+06
  24   8 1.10+07
  25   8 6.10+05
  26   8 1.83+06
  27   8 2.10+05
  28   8 5.18+05
  29   8 2.73-05
  30   8 4.50+05
  31   8 2.13+04
  32   8 2.14+00
  33   8 9.08-01
  34   8 8.26-01
  35   8 2.71+00
  36   8 1.85+00
  37   8 4.79+00
  38   8 4.35-07
  39   8 1.12+05
  40   8 1.14-06
  41   8 1.13+03
  42   8 9.12+05
  43   8 3.16-02
  44   8 3.38-02
  45   8 4.74-02
  46   8 9.09+02
  47   8 4.28-02
  48   8 5.40+04
  49   8 8.71+04
  50   8 2.22+00
  51   8 1.08-01
  52   8 2.40-12
  53   8 4.25+01
  54   8 4.12-02
  55   8 7.50+00
  56   8 1.89+01
  57   8 7.44-03
  10   9 1.24-05
  11   9 1.39-02
  12   9 1.42-02
  13   9 2.71-03
  14   9 9.54-03
  15   9 6.42-02
  16   9 6.62+05
  17   9 2.48+05
  18   9 4.23+05
  19   9 6.65-09
  20   9 1.31-06
  21   9 9.92+06
  22   9 3.09+05
  23   9 2.19-06
  24   9 3.87+06
  25   9 1.18+07
  26   9 5.11+05
  27   9 4.83-08
  28   9 7.00+05
  29   9 2.67+06
  30   9 1.00+04
  31   9 3.07+05
  32   9 5.13-01
  33   9 4.49-01
  34   9 1.92+00
  35   9 1.12+00
  36   9 1.01+00
  37   9 5.81-04
  38   9 1.01+06
  39   9 8.59+04
  40   9 6.15-07
  41   9 7.43+04
  42   9 1.59-06
  43   9 1.29-01
  44   9 9.93-02
  45   9 2.97-01
  46   9 1.88+05
  47   9 7.69-04
  48   9 1.41-06
  49   9 5.94+05
  50   9 5.99+00
  51   9 3.56+00
  52   9 1.12-12
  53   9 3.86-11
  54   9 3.43+00
  55   9 1.65+01
  56   9 2.19+01
  57   9 4.93-12
  11  10 2.74-05
  12  10 4.54-05
  13  10 1.88-02
  14  10 3.53-02
  15  10 2.21-02
  16  10 1.00-30
  17  10 1.10+06
  18  10 3.56+06
  19  10 1.58-06
  20  10 1.29+05
  21  10 2.43+05
  22  10 2.14+06
  23  10 1.43+07
  24  10 2.48+06
  25  10 1.44+05
  26  10 1.60+03
  27  10 4.03+04
  28  10 5.56+06
  29  10 8.12-07
  30  10 1.91+06
  31  10 2.09+05
  32  10 1.25-01
  33  10 2.31+00
  34  10 2.17+00
  35  10 2.52+00
  36  10 6.35-01
  37  10 1.93+00
  38  10 1.00-30
  39  10 8.81+05
  40  10 5.10-06
  41  10 8.11+05
  42  10 7.08+04
  43  10 8.55-02
  44  10 1.03-01
  45  10 1.16-01
  46  10 6.84+03
  47  10 2.53-01
  48  10 1.92+04
  49  10 1.09+03
  50  10 4.98+00
  51  10 9.40+00
  52  10 4.65-11
  53  10 2.86+00
  54  10 2.20+01
  55  10 4.12+00
  56  10 7.38-01
  57  10 2.81+01
  12  11 1.25-05
  13  11 6.02-08
  14  11 1.82-03
  15  11 1.00-30
  16  11 1.00-30
  17  11 3.61+05
  18  11 1.00-30
  19  11 1.00-30
  20  11 5.69-09
  21  11 6.42-07
  22  11 3.85-07
  23  11 1.43-08
  24  11 1.64+06
  25  11 5.36+06
  26  11 1.11-06
  27  11 2.31-08
  28  11 1.00-30
  29  11 1.00-30
  30  11 1.29+06
  31  11 9.24+05
  32  11 1.11-04
  33  11 1.00-30
  34  11 1.12+00
  35  11 2.54-05
  36  11 2.38-01
  37  11 1.00-30
  38  11 1.00-30
  39  11 1.40+06
  40  11 1.00-30
  41  11 7.95-07
  42  11 1.37-06
  43  11 3.86-05
  44  11 3.63-01
  45  11 3.01-04
  46  11 1.00-30
  47  11 1.00-30
  48  11 6.91-07
  49  11 5.99+03
  50  11 5.60-06
  51  11 8.62+00
  52  11 1.00-30
  53  11 2.62-12
  54  11 1.00-30
  55  11 5.62+00
  56  11 1.00-30
  57  11 5.37-13
  13  12 4.21-05
  14  12 5.76-05
  15  12 1.08-02
  16  12 1.29+05
  17  12 2.91+04
  18  12 5.94+04
  19  12 1.00-10
  20  12 1.39-07
  21  12 2.19+05
  22  12 1.30+04
  23  12 1.98-08
  24  12 1.71+05
  25  12 5.17+05
  26  12 1.41+07
  27  12 5.15-07
  28  12 3.97+04
  29  12 1.32+07
  30  12 9.26+05
  31  12 5.39+06
  32  12 1.89-03
  33  12 3.68-02
  34  12 1.66-01
  35  12 1.72-01
  36  12 1.33-01
  37  12 5.93-04
  38  12 4.33+05
  39  12 4.09+05
  40  12 4.67-08
  41  12 1.35+05
  42  12 3.74-09
  43  12 1.49+00
  44  12 1.16+00
  45  12 3.87+00
  46  12 8.66+05
  47  12 6.47-05
  48  12 3.28-07
  49  12 7.87+04
  50  12 4.12-01
  51  12 3.29-01
  52  12 7.32-14
  53  12 4.93-12
  54  12 4.01-01
  55  12 1.70+00
  56  12 1.51+00
  57  12 2.68-12
  14  13 5.20-05
  15  13 5.35-03
  16  13 1.00-30
  17  13 1.37+05
  18  13 3.57+05
  19  13 1.27-07
  20  13 4.17+04
  21  13 7.14+03
  22  13 1.13+05
  23  13 4.32+04
  24  13 1.48+03
  25  13 3.04+04
  26  13 1.67+06
  27  13 1.72+07
  28  13 9.61+05
  29  13 5.29-07
  30  13 1.11+07
  31  13 5.48+05
  32  13 1.66-03
  33  13 1.80-01
  34  13 2.75-02
  35  13 1.00-02
  36  13 1.97-01
  37  13 6.71-02
  38  13 1.27-07
  39  13 5.83+05
  40  13 4.70-07
  41  13 1.14+06
  42  13 6.57+05
  43  13 2.27+00
  44  13 2.74+00
  45  13 3.68+00
  46  13 7.57+04
  47  13 6.74+00
  48  13 1.26+05
  49  13 7.77+03
  50  13 3.33-01
  51  13 3.13-01
  52  13 9.02-12
  53  13 3.85-01
  54  13 9.76-01
  55  13 6.77-01
  56  13 5.01-01
  57  13 6.11-01
  15  14 2.95-02
  16  14 3.10+05
  17  14 1.06+05
  18  14 1.09+05
  19  14 5.35-10
  20  14 3.50-08
  21  14 4.48+02
  22  14 3.27+05
  23  14 7.13-07
  24  14 7.48+04
  25  14 1.47+04
  26  14 5.27+03
  27  14 3.39-07
  28  14 1.20+07
  29  14 5.66+06
  30  14 7.69+05
  31  14 1.01+07
  32  14 3.29-04
  33  14 3.11-01
  34  14 1.13-01
  35  14 2.02-02
  36  14 6.28-03
  37  14 2.43-03
  38  14 1.62+06
  39  14 3.15+04
  40  14 3.90-07
  41  14 1.68+06
  42  14 6.99-08
  43  14 3.79+00
  44  14 2.09+00
  45  14 2.12-02
  46  14 6.75+02
  47  14 3.43-04
  48  14 1.03-08
  49  14 6.90+04
  50  14 3.62+00
  51  14 2.19+00
  52  14 5.97-13
  53  14 2.70-13
  54  14 1.13+00
  55  14 4.31-01
  56  14 1.84-07
  57  14 1.37-11
  16  15 1.00-30
  17  15 3.19+02
  18  15 1.00-30
  19  15 1.00-30
  20  15 1.45-11
  21  15 1.00-30
  22  15 1.00-30
  23  15 6.90-10
  24  15 2.29+05
  25  15 4.57+05
  26  15 1.00-30
  27  15 1.01-08
  28  15 1.00-30
  29  15 1.00-30
  30  15 2.85+06
  31  15 2.70+06
  32  15 2.66-04
  33  15 1.00-30
  34  15 3.93-01
  35  15 2.62-04
  36  15 1.25-01
  37  15 1.00-30
  38  15 1.00-30
  39  15 2.83+05
  40  15 1.00-30
  41  15 1.47-06
  42  15 1.99-07
  43  15 7.16-05
  44  15 1.42+00
  45  15 8.12-04
  46  15 1.00-30
  47  15 1.00-30
  48  15 6.33-07
  49  15 1.75+05
  50  15 3.90-07
  51  15 2.94+00
  52  15 1.00-30
  53  15 7.41-13
  54  15 1.00-30
  55  15 2.45+00
  56  15 1.00-30
  57  15 1.73-13
  17  16 1.11-04
  18  16 2.93-07
  19  16 1.06-22
  20  16 1.00-30
  21  16 8.24-05
  22  16 1.52-03
  23  16 1.00-30
  24  16 3.19-04
  25  16 4.32-04
  26  16 3.46-03
  27  16 1.00-30
  28  16 6.69-03
  29  16 1.00-30
  30  16 3.80-03
  31  16 2.72-02
  32  16 3.33+05
  33  16 2.29-08
  34  16 1.00-30
  35  16 5.42+04
  36  16 1.00-30
  37  16 1.00-30
  38  16 1.00-30
  39  16 8.17-04
  40  16 9.70-15
  41  16 8.65-02
  42  16 1.00-30
  43  16 2.04+05
  44  16 1.00-30
  45  16 1.27+05
  46  16 2.91-02
  47  16 1.00-30
  48  16 1.00-30
  49  16 2.70-06
  50  16 7.41+06
  51  16 3.33-07
  52  16 1.53-20
  53  16 1.00-30
  54  16 2.66-07
  55  16 1.82-06
  56  16 1.52-07
  57  16 1.00-30
  18  17 8.18-04
  19  17 8.75-22
  20  17 1.53-06
  21  17 2.59-04
  22  17 2.74-03
  23  17 7.97-04
  24  17 8.36-04
  25  17 6.56-03
  26  17 4.15-03
  27  17 6.08-03
  28  17 1.54-02
  29  17 2.34-03
  30  17 2.12-02
  31  17 5.01-02
  32  17 5.58+05
  33  17 5.44-08
  34  17 6.03+04
  35  17 3.00+05
  36  17 2.90+05
  37  17 8.22+05
  38  17 3.96-04
  39  17 9.41-02
  40  17 3.62-14
  41  17 2.24-02
  42  17 1.83-02
  43  17 3.09+04
  44  17 2.52+05
  45  17 5.94+04
  46  17 2.01-01
  47  17 4.65+05
  48  17 3.75-01
  49  17 7.21-01
  50  17 6.22+06
  51  17 6.61+06
  52  17 5.07-20
  53  17 4.80-08
  54  17 7.51-07
  55  17 2.01+06
  56  17 7.92-07
  57  17 5.69-07
  19  18 1.44-09
  20  18 1.10-05
  21  18 1.00-04
  22  18 7.20-04
  23  18 2.73-03
  24  18 7.53-04
  25  18 7.64-03
  26  18 4.42-03
  27  18 1.97-02
  28  18 6.14-02
  29  18 1.79-02
  30  18 6.76-03
  31  18 1.53-02
  32  18 3.15+04
  33  18 3.94+05
  34  18 1.55+05
  35  18 3.80+05
  36  18 1.94+06
  37  18 1.00-30
  38  18 1.17-02
  39  18 1.58-02
  40  18 2.55-01
  41  18 2.48-01
  42  18 3.50-01
  43  18 4.36+03
  44  18 4.62+04
  45  18 3.57+05
  46  18 5.29-01
  47  18 3.53-07
  48  18 1.28+00
  49  18 2.99-01
  50  18 5.49+05
  51  18 3.01+06
  52  18 1.93-07
  53  18 3.45-08
  54  18 8.95+06
  55  18 8.42+05
  56  18 7.33-02
  57  18 4.48-06
  20  19 9.79-04
  21  19 4.07-06
  22  19 9.70-04
  23  19 2.10-03
  24  19 3.15-18
  25  19 4.76-18
  26  19 2.67-04
  27  19 8.97-02
  28  19 3.76-04
  29  19 2.06-18
  30  19 9.28-15
  31  19 1.99-15
  32  19 7.97-08
  33  19 1.74+06
  34  19 3.11-08
  35  19 1.93-08
  36  19 2.81-07
  37  19 1.00-30
  38  19 3.88-14
  39  19 5.19-14
  40  19 7.49-01
  41  19 7.74-02
  42  19 2.73-01
  43  19 3.80-11
  44  19 7.07-07
  45  19 3.17-09
  46  19 5.27-02
  47  19 1.00-30
  48  19 2.92-01
  49  19 5.46-14
  50  19 2.19-08
  51  19 6.93-08
  52  19 1.58+07
  53  19 4.47+05
  54  19 1.41+05
  55  19 1.26-07
  56  19 7.89+04
  57  19 2.15+06
  21  20 3.23-03
  22  20 5.91-05
  23  20 8.79-04
  24  20 2.65-04
  25  20 5.03-05
  26  20 6.05-02
  27  20 6.29-04
  28  20 6.56-03
  29  20 1.00-30
  30  20 2.83-03
  31  20 1.49-04
  32  20 3.96-08
  33  20 1.96+05
  34  20 1.44+06
  35  20 1.36-07
  36  20 5.89+04
  37  20 8.13-08
  38  20 1.00-30
  39  20 8.99-02
  40  20 1.94-01
  41  20 1.44-02
  42  20 4.06-01
  43  20 7.27-07
  44  20 1.08+05
  45  20 5.65-08
  46  20 5.06-01
  47  20 1.49-08
  48  20 1.02-01
  49  20 1.11-01
  50  20 1.77-07
  51  20 3.77+04
  52  20 2.55-07
  53  20 1.23+07
  54  20 3.47+05
  55  20 2.62+05
  56  20 2.53+06
  57  20 1.10+06
  22  21 4.29-07
  23  21 2.48-04
  24  21 8.32-06
  25  21 1.58-03
  26  21 2.15-02
  27  21 2.59-03
  28  21 2.42-03
  29  21 4.48-03
  30  21 4.37-03
  31  21 3.12-02
  32  21 1.33+02
  33  21 1.49+04
  34  21 3.14+05
  35  21 1.10+06
  36  21 3.63+04
  37  21 2.10-07
  38  21 1.72-01
  39  21 7.55-03
  40  21 2.14-02
  41  21 6.68-02
  42  21 2.90-01
  43  21 3.85+05
  44  21 2.45+04
  45  21 7.57+02
  46  21 1.44-01
  47  21 4.28-07
  48  21 4.64-03
  49  21 4.74-01
  50  21 2.33+05
  51  21 9.34+03
  52  21 2.93-08
  53  21 3.20-06
  54  21 1.33+05
  55  21 2.65+06
  56  21 9.84+06
  57  21 3.20-07
  23  22 7.77-08
  24  22 1.84-05
  25  22 9.35-07
  26  22 9.49-05
  27  22 6.68-04
  28  22 1.99-03
  29  22 3.82-04
  30  22 7.53-02
  31  22 1.18-02
  32  22 5.21+06
  33  22 5.64+06
  34  22 1.07+06
  35  22 7.81+05
  36  22 3.94+06
  37  22 1.34-06
  38  22 3.10+00
  39  22 2.98+00
  40  22 3.86+00
  41  22 2.43+00
  42  22 1.92+00
  43  22 5.66+02
  44  22 5.76+03
  45  22 4.37+04
  46  22 1.37+00
  47  22 1.53-07
  48  22 2.67+00
  49  22 4.58-01
  50  22 3.60+04
  51  22 1.99+05
  52  22 3.24-06
  53  22 5.49-07
  54  22 5.83+05
  55  22 5.37+04
  56  22 1.40+01
  57  22 2.46-06
  24  23 1.18-11
  25  23 2.83-08
  26  23 2.07-03
  27  23 2.02-02
  28  23 1.83-02
  29  23 1.00-30
  30  23 8.11-04
  31  23 6.31-05
  32  23 6.61-08
  33  23 1.73+05
  34  23 2.72+05
  35  23 9.08-08
  36  23 1.13+06
  37  23 3.05-08
  38  23 1.00-30
  39  23 1.60-01
  40  23 1.49-01
  41  23 3.31-01
  42  23 1.06-01
  43  23 1.87-08
  44  23 7.45+04
  45  23 3.67-07
  46  23 1.58-02
  47  23 2.58-08
  48  23 3.39-01
  49  23 4.25-03
  50  23 1.10-07
  51  23 2.21+05
  52  23 3.22-06
  53  23 2.46+06
  54  23 2.79+06
  55  23 7.30+04
  56  23 9.41+03
  57  23 1.08+07
  25  24 1.40-05
  26  24 1.73-04
  27  24 7.18-06
  28  24 1.69-04
  29  24 9.23-02
  30  24 1.16-02
  31  24 7.19-03
  32  24 9.47+05
  33  24 3.27-08
  34  24 4.23+06
  35  24 4.07+06
  36  24 9.58+05
  37  24 6.83+06
  38  24 2.92-03
  39  24 2.59-01
  40  24 5.68-14
  41  24 1.02+00
  42  24 2.35+00
  43  24 3.88+03
  44  24 4.81+04
  45  24 8.32+03
  46  24 3.18+00
  47  24 2.65+04
  48  24 2.50+00
  49  24 6.02+00
  50  24 1.31+05
  51  24 2.47+03
  52  24 7.75-20
  53  24 2.32-06
  54  24 9.92-07
  55  24 2.28+05
  56  24 1.74-06
  57  24 4.15-07
  26  25 1.16-03
  27  25 9.83-07
  28  25 6.24-03
  29  25 7.52-04
  30  25 1.93-03
  31  25 8.94-03
  32  25 8.41+03
  33  25 7.92-10
  34  25 1.63+02
  35  25 8.10+05
  36  25 2.07+04
  37  25 1.23+06
  38  25 1.00-30
  39  25 5.84-02
  40  25 3.10-15
  41  25 8.89-02
  42  25 3.76-03
  43  25 2.74+03
  44  25 8.14+03
  45  25 1.06+04
  46  25 5.19-01
  47  25 4.42+03
  48  25 1.34-02
  49  25 1.01-01
  50  25 6.20+05
  51  25 3.78+06
  52  25 7.06-21
  53  25 3.94-09
  54  25 1.32-06
  55  25 7.64+06
  56  25 2.03-06
  57  25 9.19-09
  27  26 1.02-04
  28  26 1.15-05
  29  26 2.33-05
  30  26 1.82-04
  31  26 2.78-03
  32  26 6.48+00
  33  26 2.26+03
  34  26 4.88+04
  35  26 1.58+05
  36  26 5.12+03
  37  26 1.00-30
  38  26 3.65-02
  39  26 6.96-03
  40  26 2.83-03
  41  26 2.59-02
  42  26 2.69-02
  43  26 1.55+06
  44  26 1.06+05
  45  26 3.05+03
  46  26 1.52-04
  47  26 1.00-30
  48  26 3.60-03
  49  26 8.27-02
  50  26 5.82+04
  51  26 2.61+03
  52  26 2.94-09
  53  26 3.05-08
  54  26 3.58+04
  55  26 6.74+05
  56  26 2.12+06
  57  26 1.16-07
  28  27 7.69-08
  29  27 1.00-30
  30  27 2.74-06
  31  27 3.58-06
  32  27 3.00-09
  33  27 2.39+04
  34  27 2.61+04
  35  27 5.97-12
  36  27 3.71+04
  37  27 6.04-13
  38  27 1.00-30
  39  27 2.93-02
  40  27 1.99-02
  41  27 4.51-02
  42  27 5.44-04
  43  27 5.73-08
  44  27 1.61+06
  45  27 3.35-08
  46  27 5.90-03
  47  27 7.57-08
  48  27 2.01-03
  49  27 3.34-03
  50  27 1.49-08
  51  27 2.24+04
  52  27 7.34-08
  53  27 4.42+05
  54  27 2.55+05
  55  27 3.98+04
  56  27 1.97+05
  57  27 7.11+05
  29  28 5.58-07
  30  28 4.18-05
  31  28 2.30-03
  32  28 2.69+04
  33  28 1.93+02
  34  28 3.32+03
  35  28 2.56+04
  36  28 1.34+05
  37  28 1.00-30
  38  28 3.74-02
  39  28 2.05-03
  40  28 1.72-04
  41  28 3.49-02
  42  28 1.72-02
  43  28 1.00+04
  44  28 1.24+05
  45  28 1.38+06
  46  28 4.67-02
  47  28 1.00-30
  48  28 1.11-01
  49  28 1.42-02
  50  28 1.34+05
  51  28 7.34+05
  52  28 5.82-10
  53  28 8.41-11
  54  28 1.91+06
  55  28 1.80+05
  56  28 1.07+00
  57  28 7.12-07
  30  29 1.67-06
  31  29 4.97-05
  32  29 9.10+03
  33  29 2.02-12
  34  29 1.00-30
  35  29 2.98+03
  36  29 1.00-30
  37  29 1.00-30
  38  29 1.00-30
  39  29 1.81-04
  40  29 8.06-18
  41  29 3.72-02
  42  29 1.00-30
  43  29 3.65+06
  44  29 1.00-30
  45  29 2.21+06
  46  29 4.74-02
  47  29 1.00-30
  48  29 1.00-30
  49  29 7.82-06
  50  29 8.60+04
  51  29 1.00-30
  52  29 9.48-24
  53  29 1.00-30
  54  29 1.26-09
  55  29 1.00-30
  56  29 7.37-10
  57  29 1.00-30
  31  30 3.38-05
  32  30 1.98+04
  33  30 1.05-08
  34  30 2.68+02
  35  30 1.55+03
  36  30 1.10+04
  37  30 6.18+02
  38  30 7.16-04
  39  30 3.57-02
  40  30 2.81-14
  41  30 3.34-02
  42  30 1.92-02
  43  30 1.46+06
  44  30 5.09+06
  45  30 2.35+06
  46  30 6.72-03
  47  30 8.16+06
  48  30 3.77-02
  49  30 7.26-05
  50  30 1.73+05
  51  30 2.49+05
  52  30 3.81-20
  53  30 4.90-10
  54  30 3.72-08
  55  30 2.16+04
  56  30 1.98-08
  57  30 4.61-09
  32  31 5.82+03
  33  31 6.66-10
  34  31 1.84+02
  35  31 6.78+02
  36  31 1.49+03
  37  31 1.43+04
  38  31 5.08-03
  39  31 5.28-03
  40  31 2.14-15
  41  31 2.41-03
  42  31 4.88-05
  43  31 7.63+05
  44  31 4.66+05
  45  31 1.31+06
  46  31 2.08-03
  47  31 1.74+05
  48  31 1.14-03
  49  31 1.32-02
  50  31 2.06+05
  51  31 5.32+05
  52  31 3.02-21
  53  31 5.34-11
  54  31 1.28-07
  55  31 1.93+03
  56  31 3.90-08
  57  31 1.54-09
  33  32 9.24-09
